,ID,Churn,Sexo,Sênior,Parceiro,Dependentes,MesesDeContrato,Telefone,VáriasLinhas,SegurançaOnline,ServiçoInternet,BackupOnline,ProteçãoDispositivo,SuporteTécnico,StreamingTV,StreamingFilmes,Contato,FaturamentoSemPapel,GastoDiario,FormaDePagamento,EncargosMensal,EncargosTotal
1548,2211-RMNHO,No,Feminino,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,2.84,Bank transfer (automatic),85.3,5560.0
1549,2212-LYASK,No,Masculino,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Um Ano,Yes,1.53,Credit card (automatic),45.85,1246.4
1550,2215-ZAFGX,No,Masculino,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mês a mês,Yes,2.85,Cheque eletrônico,85.5,791.7
1551,2219-MVUSO,Yes,Masculino,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,1.5,Cheque enviado,45.15,438.4
1552,2220-IAHLS,No,Feminino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.65,Credit card (automatic),19.4,19.4
1553,2223-GDSHL,No,Masculino,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.87,Bank transfer (automatic),116.05,8297.5
1554,2223-KAGMX,Yes,Feminino,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.65,Bank transfer (automatic),19.4,289.3
1555,2225-ZRGSG,Yes,Feminino,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Dois Anos,No,3.13,Bank transfer (automatic),93.9,6579.05
1556,2226-ICFDO,No,Feminino,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.86,Credit card (automatic),85.9,6110.75
1557,2227-JRSJX,No,Feminino,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Mês a mês,Yes,3.3,Bank transfer (automatic),99.15,1956.4
1558,2228-BZDEE,No,Feminino,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.67,Cheque enviado,20.1,1079.45
1559,2229-DPMBI,No,Feminino,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.65,Cheque enviado,19.5,162.15
1560,2229-VWQJH,No,Feminino,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Mês a mês,Yes,1.64,Credit card (automatic),49.3,1233.25
1561,2230-XTUWL,No,Feminino,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.65,Cheque enviado,19.55,883.35
1562,2232-DMLXU,Yes,Feminino,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Mês a mês,No,1.84,Cheque enviado,55.2,55.2
1563,2233-FAGXV,No,Feminino,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.81,Cheque enviado,24.3,132.25
1564,2233-TXSIU,No,Masculino,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Um Ano,No,1.48,Credit card (automatic),44.45,792.15
1565,2234-EOFPT,No,Masculino,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Dois Anos,Yes,2.64,Bank transfer (automatic),79.35,5753.25
1566,2234-XADUH,No,Feminino,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Um Ano,Yes,3.44,Credit card (automatic),103.2,7362.9
1567,2235-DWLJU,No,Feminino,1,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Mês a mês,Yes,1.48,Cheque eletrônico,44.4,263.05
1568,2235-EZAIK,No,Feminino,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Dois Anos,No,2.64,Credit card (automatic),79.2,5401.9
1569,2235-ZGKPT,Yes,Feminino,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Mês a mês,No,1.7,Cheque enviado,50.85,239.55
1570,2236-HILPA,No,Masculino,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.69,Credit card (automatic),20.65,1218.45
1571,2237-ZFSMY,Yes,Feminino,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Um Ano,Yes,3.18,Cheque eletrônico,95.55,3692.85
1572,2239-CFOUJ,No,Masculino,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.68,Cheque enviado,20.4,20.4
1573,2239-CGBUZ,No,Feminino,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Um Ano,Yes,2.02,Bank transfer (automatic),60.5,3145.15
1574,2239-JALAW,Yes,Masculino,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Um Ano,Yes,3.44,Bank transfer (automatic),103.25,6017.65
1575,2240-HSJQD,No,Masculino,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mês a mês,Yes,2.73,Cheque enviado,81.85,3141.7
1576,2242-MFOTG,No,Masculino,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Um Ano,No,2.67,Bank transfer (automatic),80.1,2603.3
1577,2243-FNMMI,No,Masculino,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.65,Cheque enviado,19.4,415.4
1578,2245-ADZFJ,No,Feminino,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Dois Anos,No,2.68,Bank transfer (automatic),80.55,2471.6
1579,2249-YPRNG,Yes,Feminino,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,3.53,Bank transfer (automatic),105.85,2239.65
1580,2250-IVBWA,No,Masculino,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Mês a mês,No,2.7,Cheque eletrônico,81.05,5135.35
1581,2251-PYLPB,No,Masculino,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Dois Anos,No,2.65,Credit card (automatic),79.55,5810.9
1582,2252-ISRNH,No,Masculino,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Um Ano,Yes,3.01,Cheque eletrônico,90.35,767.9
1583,2252-JHJGE,No,Masculino,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Um Ano,No,3.47,Cheque eletrônico,104.0,6363.45
1584,2252-NKNSI,No,Masculino,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Dois Anos,Yes,2.84,Cheque enviado,85.15,4461.85
1585,2253-KPMNB,No,Feminino,0,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Dois Anos,No,1.54,Bank transfer (automatic),46.25,3121.4
1586,2254-DLXRI,No,Feminino,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mês a mês,Yes,2.64,Cheque enviado,79.15,79.15
1587,2256-YLYLP,No,Masculino,0,Yes,Yes,68,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.43,Bank transfer (automatic),72.95,4953.25
1588,2257-BOVXD,No,Masculino,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Mês a mês,Yes,2.22,Credit card (automatic),66.6,979.5
1589,2259-OUUSZ,No,Masculino,0,No,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,Um Ano,Yes,1.18,Credit card (automatic),35.5,249.55
1590,2260-USTRB,Yes,Feminino,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.34,Bank transfer (automatic),70.2,115.95
1591,2262-SLNVK,No,Feminino,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,No,2.34,Cheque eletrônico,70.1,70.1
1592,2263-SFSQZ,No,Masculino,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.83,Cheque enviado,24.95,1222.25
1593,2265-CYWIV,Yes,Feminino,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Mês a mês,Yes,3.32,Cheque eletrônico,99.6,347.65
1594,2266-FUBDZ,No,Masculino,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.64,Cheque enviado,19.35,278.85
1595,2266-SJNAT,No,Feminino,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Um Ano,No,3.64,Credit card (automatic),109.15,7789.6
1596,2267-FPIMA,No,Masculino,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Mês a mês,Yes,3.15,Credit card (automatic),94.4,4914.9
1597,2267-WTPYD,No,Feminino,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Mês a mês,No,3.13,Credit card (automatic),94.0,5438.95
1598,2270-CHBFN,No,Feminino,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Mês a mês,Yes,3.17,Credit card (automatic),95.1,4060.55
1599,2272-JKMSI,No,Feminino,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Um Ano,Yes,3.69,Cheque eletrônico,110.8,6840.95
1600,2272-QAGFO,Yes,Feminino,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.48,Cheque eletrônico,74.3,1096.25
1601,2272-UOINI,No,Feminino,0,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Mês a mês,Yes,2.62,Cheque eletrônico,78.5,571.05
1602,2272-WUSPA,No,Feminino,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Dois Anos,Yes,3.69,Cheque eletrônico,110.75,7751.7
1603,2273-QCKXA,No,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Mês a mês,No,1.64,Cheque enviado,49.05,49.05
1604,2274-XUATA,No,Masculino,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.1,Bank transfer (automatic),63.1,4685.55
1605,2275-RBYQS,No,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,1.51,Cheque enviado,45.4,45.4
1606,2276-YDAVZ,Yes,Feminino,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.5,Credit card (automatic),75.1,270.7
1607,2277-AXSDC,No,Feminino,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.66,Bank transfer (automatic),19.75,624.15
1608,2277-BKJKN,No,Feminino,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Dois Anos,Yes,3.31,Cheque eletrônico,99.2,7213.75
1609,2277-DJJDL,No,Masculino,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mês a mês,Yes,3.3,Cheque eletrônico,99.0,6017.9
1610,2277-VWCNI,No,Feminino,1,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Mês a mês,No,1.62,Cheque enviado,48.75,179.85
1611,2279-AXJJK,No,Masculino,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Mês a mês,Yes,3.19,Credit card (automatic),95.65,5088.4
1612,2282-YGNOR,No,Feminino,0,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Um Ano,No,1.93,Credit card (automatic),58.0,1734.5
1613,2284-VFLKH,No,Masculino,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Um Ano,Yes,3.31,Credit card (automatic),99.25,4920.8
1614,2292-XQWSV,No,Masculino,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Um Ano,No,2.01,Cheque enviado,60.3,2448.5
1615,2293-IJWPS,No,Feminino,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Um Ano,Yes,3.36,Credit card (automatic),100.75,5985.0
1616,2294-DMMUS,No,Feminino,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Mês a mês,Yes,2.35,Credit card (automatic),70.45,4300.45
1617,2294-SALNE,No,Masculino,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Um Ano,No,2.89,Cheque enviado,86.8,1940.8
1618,2296-DKZFP,No,Feminino,0,Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Dois Anos,No,2.37,Bank transfer (automatic),71.0,4386.2
1619,2300-RQGOI,No,Feminino,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.67,Cheque enviado,20.05,741.5
1620,2302-ANTDP,Yes,Feminino,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Mês a mês,No,3.92,Cheque eletrônico,117.45,5438.9
1621,2302-OUZXB,No,Masculino,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Dois Anos,No,2.74,Bank transfer (automatic),82.15,5784.3
1622,2303-PJYHN,No,Feminino,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.66,Bank transfer (automatic),19.85,52.0
1623,2305-MRGLV,No,Masculino,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Mês a mês,No,2.55,Bank transfer (automatic),76.55,2065.4
1624,2307-FYNNL,No,Masculino,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.64,Cheque eletrônico,109.05,7108.2
1625,2308-STERM,No,Feminino,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.65,Cheque enviado,19.4,61.05
1626,2309-OSFEU,Yes,Masculino,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Mês a mês,Yes,1.13,Cheque enviado,33.9,298.45
1627,2311-QYMUQ,Yes,Feminino,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Mês a mês,Yes,2.98,Credit card (automatic),89.45,1430.25
1628,2314-TNDJQ,No,Feminino,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Dois Anos,No,1.86,Credit card (automatic),55.65,3880.05
1629,2316-ESMLS,No,Feminino,0,Yes,Yes,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,Um Ano,No,1.1,Credit card (automatic),33.15,444.75
1630,2320-JRSDE,Yes,Feminino,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.66,Cheque eletrônico,19.9,19.9
1631,2320-SLKMB,No,Feminino,0,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Mês a mês,Yes,1.48,Credit card (automatic),44.45,1183.8
1632,2320-TZRRH,No,Feminino,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.65,Cheque enviado,19.5,403.15
1633,2320-YKQBO,No,Feminino,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.64,Cheque enviado,19.3,144.95
1634,2321-OMBXY,Yes,Feminino,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Um Ano,No,2.68,Credit card (automatic),80.3,3058.65
1635,2322-VCZHZ,No,Masculino,1,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Mês a mês,Yes,3.0,Cheque eletrônico,90.0,2024.1
1636,2323-ARSVR,No,Masculino,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.7,Cheque eletrônico,111.05,7321.05
1637,2324-AALNO,No,Feminino,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.82,Bank transfer (automatic),24.55,1203.95
1638,2324-EFHVG,No,Masculino,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Dois Anos,Yes,3.48,Bank transfer (automatic),104.4,6692.65
1639,2325-NBPZG,No,Feminino,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mês a mês,Yes,2.48,Cheque eletrônico,74.55,233.65
1640,2325-WINES,No,Feminino,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Um Ano,Yes,3.47,Credit card (automatic),104.05,3416.85
1641,2325-ZUSFD,Yes,Feminino,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Um Ano,Yes,2.34,Bank transfer (automatic),70.1,3913.3
1642,2330-PQGDQ,No,Masculino,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Um Ano,No,2.81,Bank transfer (automatic),84.2,4299.75
1643,2332-EFBJY,Yes,Masculino,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.66,Cheque enviado,19.7,342.4
1644,2332-TODQS,No,Feminino,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.84,Credit card (automatic),25.05,1171.5
1645,2333-KWEWW,No,Masculino,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.67,Credit card (automatic),20.05,388.6
1646,2335-GSODA,No,Masculino,0,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Dois Anos,No,1.34,Cheque enviado,40.1,857.75
1647,2338-BQEZT,No,Feminino,0,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,1.68,Credit card (automatic),50.55,2832.75
1648,2342-CKIAO,No,Feminino,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.68,Cheque enviado,20.3,41.2
1649,2344-JMOGN,Yes,Masculino,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Mês a mês,Yes,3.16,Cheque enviado,94.85,890.6
1650,2346-CZYIL,No,Masculino,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.68,Credit card (automatic),20.35,531.6
1651,2346-DJQTB,No,Feminino,0,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,No,0.8,Cheque eletrônico,24.15,812.5
1652,2346-LOCWC,No,Feminino,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.68,Credit card (automatic),20.5,1191.4
1653,2347-WKKAE,No,Masculino,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Mês a mês,Yes,3.15,Cheque eletrônico,94.4,4014.6
1654,2348-KCJLT,No,Feminino,0,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Um Ano,Yes,2.05,Cheque enviado,61.5,2722.2
1655,2351-BKRZW,No,Feminino,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Dois Anos,No,2.51,Bank transfer (automatic),75.2,3254.35
1656,2351-RRBUE,No,Feminino,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.69,Cheque enviado,20.65,134.05
1658,2357-COQEK,Yes,Feminino,1,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mês a mês,Yes,3.44,Cheque eletrônico,103.3,2890.65
1659,2359-KLTEK,No,Feminino,0,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,3.16,Bank transfer (automatic),94.9,3848.0
1660,2359-KMGLI,Yes,Masculino,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mês a mês,Yes,2.68,Cheque eletrônico,80.25,1861.5
1661,2359-QWQUL,Yes,Feminino,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Um Ano,Yes,3.49,Credit card (automatic),104.7,4134.85
1662,2360-RDGRO,No,Masculino,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Mês a mês,Yes,3.48,Cheque eletrônico,104.25,6812.95
1663,2361-FJWNO,No,Masculino,0,No,No,40,No,No phone service,DSL,No,Yes,No,Yes,No,No,Um Ano,No,1.2,Credit card (automatic),36.0,1382.9
1664,2361-UPSND,No,Feminino,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Um Ano,No,2.35,Cheque enviado,70.6,3231.05
1665,2362-IBOOY,Yes,Masculino,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mês a mês,Yes,2.82,Cheque eletrônico,84.75,3050.15
1666,2363-BJLSL,No,Masculino,0,No,No,62,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Mês a mês,Yes,2.68,Bank transfer (automatic),80.4,4981.15
1667,2364-UFROM,No,Masculino,0,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Um Ano,No,2.35,Cheque eletrônico,70.4,2044.75
1668,2368-GAKKQ,No,Feminino,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.79,Bank transfer (automatic),113.65,7939.25
1669,2369-FEVNO,No,Masculino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.66,Cheque enviado,19.9,19.9
1670,2369-UAPKZ,Yes,Masculino,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,No,3.47,Cheque enviado,104.1,541.9
1671,2371-JQHZZ,No,Masculino,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,3.1,Cheque eletrônico,93.0,2248.05
1672,2371-JUNGC,No,Masculino,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.68,Cheque enviado,20.25,208.0
1673,2371-KFUOG,No,Masculino,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Um Ano,No,3.3,Bank transfer (automatic),99.15,5720.95
1674,2372-HWUHI,Yes,Masculino,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,1.48,Cheque eletrônico,44.35,81.25
1675,2373-NTKOD,No,Masculino,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Mês a mês,Yes,2.21,Cheque eletrônico,66.25,546.45
1676,2378-HTWFW,No,Masculino,1,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Mês a mês,No,3.03,Credit card (automatic),91.0,3180.5
1677,2378-VTKDH,No,Masculino,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,3.48,Cheque eletrônico,104.35,6578.55
1678,2378-YIZKA,No,Feminino,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.83,Credit card (automatic),85.0,5607.75
1679,2379-ENZGV,Yes,Masculino,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Mês a mês,Yes,2.83,Cheque eletrônico,84.85,523.5
1680,2379-GYFLQ,No,Masculino,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Um Ano,Yes,3.16,Credit card (automatic),94.9,4422.95
1681,2380-DAMQP,No,Feminino,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,3.84,Cheque eletrônico,115.15,8349.7
1682,2382-BCKQJ,Yes,Feminino,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Um Ano,Yes,3.34,Cheque eletrônico,100.15,6413.65
1683,2384-OVPSA,No,Feminino,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.67,Cheque enviado,20.2,735.9
1684,2386-LAHRK,Yes,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Mês a mês,Yes,1.78,Cheque enviado,53.5,53.5
1685,2386-OWURY,No,Feminino,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Mês a mês,Yes,3.18,Cheque eletrônico,95.3,5817.7
1686,2387-KDZQY,No,Masculino,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,Yes,0.67,Cheque enviado,20.1,279.5
1687,2388-LAESQ,No,Feminino,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.83,Bank transfer (automatic),114.85,8317.95
1688,2391-IPLOP,No,Masculino,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Um Ano,Yes,2.32,Cheque eletrônico,69.65,3442.15
1689,2391-SOORI,Yes,Masculino,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,No,1.64,Cheque eletrônico,49.35,219.65
1690,2393-DIVAI,No,Feminino,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.67,Cheque enviado,20.0,61.7
1691,2397-BRLOM,Yes,Masculino,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mês a mês,Yes,2.68,Credit card (automatic),80.45,583.45
1692,2398-YPMUR,Yes,Feminino,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.34,Cheque eletrônico,70.15,916.75
1693,2400-FEQME,No,Masculino,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.68,Cheque enviado,20.5,1177.95
1694,2400-XIWIO,No,Feminino,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,3.0,Cheque eletrônico,90.1,6310.9
1695,2402-TAIRZ,No,Feminino,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Um Ano,No,2.67,Cheque eletrônico,80.05,3019.1
1696,2403-BCASL,Yes,Masculino,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Um Ano,Yes,3.73,Cheque eletrônico,111.95,4534.9
